# Si-2.txt
# Central: 8.7 microns
# bandwidth: 1.1 microns
# JCI: Si2
#FILENAME:	35c030_6.txt
#TITLE:	CanariCam SI-2 ZnS Sample 35C @ 30K, 3°I, T% (CDCR 05108/05111/05117/05118, SMCR 02279)
#FORMAL_COMMENT:	CanariCam Silicate Filter Si-2 Filter
#CREATION_DATE:	31-Jul-2003
#RUN_DATE:	28-Jul-2003
#AUTHOR:	Barbara Barrett
#CHANNEL:	SI-2
#CHANNEL_VERSION:	n/a
#MODEL:	Window
#TEMPERATURE:	30K
#ANGLE:	3°
#FNUMBER:	f/8
#DATA:
# Effective wavelength
8700
#
# lambda  filtn

1429	0.0048712
1430	-0.0088288
1431	0.0083132
1432	0.0083916
1433	0.0085917
1434	0.009097
1435	0.0023683
1436	0.0060504
1437	7.99e-05
1438	0.0054489
1439	0.0078354
1440	0.0030975
1441	0.0040964
1442	0.0044565
1443	0.0035667
1444	0.0061492
1445	0.0079579
1446	0.0062524
1447	0.0051171
1448	0.0025958
1449	0.001819
1450	0.0035886
1451	0.0024204
1452	-0.0009508
1453	0.0050587
1454	-0.0049633
1455	-0.0020995
1456	-0.0022657
1457	-0.0017991
1458	-0.0031718
1459	0.0046218
1460	1.5e-05
1461	0.008053
1462	0.0165742
1463	0.0027131
1464	7.76e-05
1465	-0.0014816
1466	0.0014199
1467	0.0009341
1468	0.0043366
1469	0.0028936
1470	0.0049941
1471	0.000782
1472	0.0012058
1473	0.0012368
1474	0.0047055
1475	0.0015276
1476	0.0031114
1477	-0.0016189
1478	0.0015948
1479	0.001007
1480	0.0030106
1481	0.0050794
1482	0.0016587
1483	0.0036388
1484	0.0025554
1485	0.0027776
1486	0.0030326
1487	0.0036187
1488	0.0038423
1489	0.0056042
1490	0.0025845
1491	0.0001485
1492	-0.0011535
1493	0.0004568
1494	-0.0035924
1495	-0.0097422
1496	-0.0027105
1497	-0.0019284
1498	-0.0021513
1499	0.0026459
1500	0.0082259
1501	-0.0012125
1502	0.0033209
1503	7.59e-05
1504	-0.0017003
1505	-2.24e-05
1506	0.0004354
1507	0.0068315
1508	0.0008571
1509	-6.67e-05
1510	0.0021527
1511	0.0012066
1512	0.0021582
1513	0.0036771
1514	0.003103
1515	-0.0016595
1516	-0.0003313
1517	0.0016506
1518	0.0030426
1519	0.0024789
1520	0.0011225
1521	-0.0015535
1522	-0.0034182
1523	0.0021384
1524	0.0033223
1525	-3.86e-05
1526	0.002005
1527	0.0071994
1528	0.0039645
1529	0.0030834
1530	-0.0009973
1531	-0.0019241
1532	0.0013104
1533	-3.26e-05
1534	-0.0006173
1535	-0.0008769
1536	0.0004681
1537	0.001798
1538	-0.0025077
1539	0.0015465
1540	0.0031978
1541	-0.0008775
1542	-0.0013396
1543	-0.003663
1544	0.0022262
1545	0.0028412
1546	0.0028549
1547	-0.0028904
1548	0.0040738
1549	-0.0003096
1550	0.0001613
1551	-0.0019105
1552	0.0008391
1553	0.0007055
1554	0.0007388
1555	-0.0001367
1556	0.0016802
1557	0.0015787
1558	0.0032274
1559	0.0020278
1560	0.0033349
1561	0.0026949
1562	0.0026079
1563	0.0015214
1564	0.0061282
1565	0.006595
1566	-0.0016402
1567	-0.0099997
1568	-0.0055619
1569	-0.0078662
1570	0.0023556
1571	0.0036928
1572	-0.0027995
1573	-0.0008682
1574	-0.0019028
1575	-0.0019039
1576	0.0013759
1577	-0.0006046
1578	0.0003371
1579	0.0030215
1580	0.0034387
1581	0.0059863
1582	-0.0010654
1583	-0.0034805
1584	-0.000729
1585	0.0046638
1586	0.0047925
1587	0.000279
1588	0.0021304
1589	0.0016598
1590	-0.0019958
1591	0.0022038
1592	-0.000551
1593	-0.0014431
1594	0.0019051
1595	0.0002091
1596	-0.0005897
1597	-0.0022863
1598	-5.15e-05
1599	0.0023612
1600	0.000541
1601	0.000628
1602	0.0003429
1603	0.0002131
1604	0.0043266
1605	0.0015386
1606	0.0011852
1607	-0.0006637
1608	0.0001962
1609	-0.0003091
